0.0006666666666666666,4046,2967
0.0013333333333333333,4046,2969
0.002,4046,2969
0.0026666666666666666,4046,2970
0.0033333333333333335,4046,2969
0.004,4046,2968
0.004666666666666667,4046,2968
0.005333333333333333,4046,2970
0.006,4046,2967
0.006666666666666667,4046,2968
0.007333333333333333,4046,2967
0.008,4046,2966
0.008666666666666666,4046,2966
0.009333333333333334,4047,2966
0.01,4046,2968
0.010666666666666666,4046,2968
0.011333333333333334,4046,2968
0.012,4046,2969
0.012666666666666666,4046,2969
0.013333333333333334,4046,2968
0.014,4046,2967
0.014666666666666666,4046,2966
0.015333333333333334,4046,2967
0.016,4046,2967
0.016666666666666666,4046,2968
0.017333333333333333,4046,2967
0.018000000000000002,4046,2967
0.018666666666666668,4046,2969
0.01933333333333333,4047,2969
0.02,4046,2969
0.020666666666666667,4046,2970
0.021333333333333333,4046,2969
0.022000000000000002,4046,2970
0.02266666666666667,4045,2968
0.02333333333333333,4046,2968
0.024,4046,2968
0.024666666666666667,4046,2966
0.025333333333333333,4046,2967
0.026000000000000002,4046,2968
0.02666666666666667,4046,2968
0.02733333333333333,4045,2968
0.028,4046,2968
0.028666666666666667,4046,2971
0.029333333333333333,4046,2969
0.030000000000000002,4046,2968
0.03066666666666667,4046,2968
0.03133333333333333,4046,2968
0.032,4045,2967
0.03266666666666666,4046,2967
0.03333333333333333,4046,2967
0.034,4045,2968
0.034666666666666665,4045,2969
0.035333333333333335,4046,2970
0.036000000000000004,4045,2968
0.03666666666666667,4045,2968
0.037333333333333336,4045,2969
0.038,4046,2969
0.03866666666666666,4046,2969
0.03933333333333333,4045,2967
0.04,4045,2967
0.04066666666666666,4045,2967
0.04133333333333333,4046,2968
0.042,4045,2968
0.042666666666666665,4045,2967
0.043333333333333335,4045,2969
0.044000000000000004,4045,2967
0.04466666666666667,4045,2969
0.04533333333333334,4045,2969
0.046,4046,2968
0.04666666666666666,4046,2969
0.04733333333333333,4045,2968
0.048,4045,2967
0.048666666666666664,4045,2968
0.04933333333333333,4045,2967
0.05,4045,2968
0.050666666666666665,4045,2967
0.051333333333333335,4046,2968
0.052000000000000005,4045,2969
0.05266666666666667,4046,2969
0.05333333333333334,4046,2968
0.054000000000000006,4045,2969
0.05466666666666666,4045,2969
0.05533333333333333,4045,2968
0.056,4045,2968
0.056666666666666664,4045,2969
0.05733333333333333,4045,2967
0.058,4045,2968
0.058666666666666666,4045,2966
0.059333333333333335,4045,2968
0.060000000000000005,4045,2969
0.06066666666666667,4045,2969
